EHST0100,LM:2023/05/03 01:14:16:000,FD:00001,LD:05532,RC:05532,MC:12000,TO:00000,             
00001,2019/01/16 03:41:48:000,01,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00002,2019/01/16 03:41:48:000,02,   0.01574,   0.00529,   0.00521,   0.01644,   0.00367,   0.00600,  -1.00000,  -1.00000,  -1.00000,	                         
00003,2019/01/16 03:41:48:000,03,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00004,2019/01/16 03:41:48:000,04,   0.00026,   0.00012,   0.00010,   0.00075,   0.00045,   0.00074,  -1.00000,  -1.00000,  -1.00000,	                         
00005,2019/01/16 03:41:48:000,05,   0.00021,   0.00208,   0.00074,   0.00011,   0.00075,   0.00366,  -1.00000,  -1.00000,  -1.00000,	                         
00006,2019/01/16 03:41:48:000,06,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00007,2019/01/17 06:40:09:000,01,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00008,2019/01/17 06:40:09:000,02,   0.00001,   0.00001,   0.00001,   0.00001,   0.00000,   0.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00009,2019/01/17 06:40:09:000,03,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00010,2019/01/17 06:40:09:000,04,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00003,  -1.00000,  -1.00000,  -1.00000,	                         
00011,2019/01/17 06:40:09:000,05,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00012,2019/01/17 06:40:09:000,06,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00013,2019/01/20 04:24:02:000,01,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
00014,2019/01/20 04:24:02:000,02,   0.09293,   0.03117,   0.03076,   0.09685,   0.02228,   0.03396,  -1.00000,  -1.00000,  -1.00000,	                         
00015,2019/01/20 04:24:02:000,03,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,  -1.00000,	                         
