EHST0100,LM:2023/05/03 11:14:20:000,FD:16915,LD:21914,RC:05000,MC:05000,TO:01914,             
20158,2023/02/10 12:08:34:000,  35.35653,	                                                                                                                    
20159,2023/02/10 13:08:34:000,  35.35659,	                                                                                                                    
20160,2023/02/10 14:08:35:000,  35.35666,	                                                                                                                    
20161,2023/02/10 15:08:35:000,  35.35672,	                                                                                                                    
20162,2023/02/10 16:08:36:000,  35.35678,	                                                                                                                    
20163,2023/02/10 17:08:36:000,  35.35685,	                                                                                                                    
20164,2023/02/10 18:08:36:000,  35.35691,	                                                                                                                    
20165,2023/02/10 19:08:37:000,  35.35698,	                                                                                                                    
20166,2023/02/10 20:08:37:000,  35.35705,	                                                                                                                    
20167,2023/02/10 21:08:37:000,  35.35711,	                                                                                                                    
20168,2023/02/10 22:08:38:000,  35.35718,	                                                                                                                    
20169,2023/02/10 23:08:38:000,  35.35724,	                                                                                                                    
20170,2023/02/11 00:08:38:000,  35.35731,	                                                                                                                    
20171,2023/02/11 01:08:39:000,  35.35738,	                                                                                                                    
20172,2023/02/11 02:08:39:000,  35.35744,	                                                                                                                    
20173,2023/02/11 03:08:40:000,  35.35750,	                                                                                                                    
20174,2023/02/11 04:08:40:000,  35.35757,	                                                                                                                    
20175,2023/02/11 05:30:08:000,  35.35847,	                                                                                                                    
20176,2023/02/11 06:30:08:000,  35.35854,	                                                                                                                    
20177,2023/02/11 07:30:09:000,  35.35861,	                                                                                                                    
20178,2023/02/11 08:30:09:000,  35.35868,	                                                                                                                    
20179,2023/02/11 09:30:09:000,  35.35874,	                                                                                                                    
20180,2023/02/11 10:30:10:000,  35.35880,	                                                                                                                    
20181,2023/02/11 11:30:10:000,  35.35887,	                                                                                                                    
20182,2023/02/11 12:30:10:000,  35.35894,	                                                                                                                    
20183,2023/02/11 13:30:11:000,  35.35900,	                                                                                                                    
20184,2023/02/11 14:30:11:000,  35.35907,	                                                                                                                    
20185,2023/02/11 15:30:11:000,  35.35913,	                                                                                                                    
20186,2023/02/11 16:30:12:000,  35.35920,	                                                                                                                    
20187,2023/02/11 17:30:12:000,  35.35926,	                                                                                                                    
20188,2023/02/11 18:30:12:000,  35.35933,	                                                                                                                    
20189,2023/02/11 19:30:13:000,  35.35939,	                                                                                                                    
20190,2023/02/11 20:30:13:000,  35.35946,	                                                                                                                    
20191,2023/02/11 21:30:13:000,  35.35952,	                                                                                                                    
20192,2023/02/11 22:30:14:000,  35.35959,	                                                                                                                    
20193,2023/02/11 23:30:14:000,  35.35965,	                                                                                                                    
20194,2023/02/12 00:30:14:000,  35.35972,	                                                                                                                    
20195,2023/02/12 01:30:15:000,  35.35978,	                                                                                                                    
20196,2023/02/12 02:30:15:000,  35.35985,	                                                                                                                    
20197,2023/02/12 03:30:15:000,  35.35992,	                                                                                                                    
20198,2023/02/12 04:30:16:000,  35.35998,	                                                                                                                    
20199,2023/02/12 05:30:16:000,  35.36005,	                                                                                                                    
20200,2023/02/12 06:30:17:000,  35.36011,	                                                                                                                    
20201,2023/02/12 07:30:17:000,  35.36018,	                                                                                                                    
20202,2023/02/12 08:30:17:000,  35.36024,	                                                                                                                    
20203,2023/02/12 09:30:18:000,  35.36031,	                                                                                                                    
20204,2023/02/12 10:30:18:000,  35.36037,	                                                                                                                    
20205,2023/02/12 11:30:18:000,  35.36044,	                                                                                                                    
20206,2023/02/12 12:30:19:000,  35.36050,	                                                                                                                    
20207,2023/02/12 13:30:19:000,  35.36057,	                                                                                                                    
20208,2023/02/12 14:30:19:000,  35.36063,	                                                                                                                    
20209,2023/02/12 15:30:20:000,  35.36070,	                                                                                                                    
20210,2023/02/12 16:30:20:000,  35.36077,	                                                                                                                    
20211,2023/02/12 17:30:20:000,  35.36083,	                                                                                                                    
20212,2023/02/12 18:30:21:000,  35.36090,	                                                                                                                    
20213,2023/02/12 19:30:21:000,  35.36096,	                                                                                                                    
20214,2023/02/12 20:30:21:000,  35.36103,	                                                                                                                    
20215,2023/02/12 21:30:22:000,  35.36109,	                                                                                                                    
20216,2023/02/12 22:30:22:000,  35.36116,	                                                                                                                    
20217,2023/02/12 23:30:22:000,  35.36123,	                                                                                                                    
20218,2023/02/13 00:30:23:000,  35.36129,	                                                                                                                    
20219,2023/02/13 01:30:23:000,  35.36135,	                                                                                                                    
20220,2023/02/13 02:30:23:000,  35.36142,	                                                                                                                    
20221,2023/02/13 03:30:24:000,  35.36148,	                                                                                                                    
20222,2023/02/13 04:30:24:000,  35.36155,	                                                                                                                    
20223,2023/02/13 05:30:24:000,  35.36162,	                                                                                                                    
20224,2023/02/13 06:30:25:000,  35.36168,	                                                                                                                    
20225,2023/02/13 07:30:25:000,  35.36175,	                                                                                                                    
20226,2023/02/13 08:30:26:000,  35.36181,	                                                                                                                    
20227,2023/02/13 09:30:26:000,  35.36188,	                                                                                                                    
20228,2023/02/13 10:30:27:000,  35.36194,	                                                                                                                    
20229,2023/02/13 11:30:27:000,  35.36201,	                                                                                                                    
20230,2023/02/13 13:20:55:000,  35.36390,	                                                                                                                    
20231,2023/02/13 14:20:55:000,  35.36396,	                                                                                                                    
20232,2023/02/13 15:20:55:000,  35.36403,	                                                                                                                    
20233,2023/02/13 16:20:56:000,  35.36409,	                                                                                                                    
20234,2023/02/13 17:20:56:000,  35.36416,	                                                                                                                    
20235,2023/02/13 18:20:56:000,  35.36422,	                                                                                                                    
20236,2023/02/13 19:20:57:000,  35.36429,	                                                                                                                    
20237,2023/02/13 20:20:57:000,  35.36436,	                                                                                                                    
20238,2023/02/13 21:20:57:000,  35.36442,	                                                                                                                    
20239,2023/02/13 22:20:58:000,  35.36449,	                                                                                                                    
20240,2023/02/13 23:20:58:000,  35.36455,	                                                                                                                    
20241,2023/02/14 00:20:58:000,  35.36461,	                                                                                                                    
20242,2023/02/14 01:20:59:000,  35.36468,	                                                                                                                    
20243,2023/02/14 02:20:59:000,  35.36475,	                                                                                                                    
20244,2023/02/14 03:20:59:000,  35.36481,	                                                                                                                    
20245,2023/02/14 04:21:00:000,  35.36488,	                                                                                                                    
20246,2023/02/14 05:21:00:000,  35.36494,	                                                                                                                    
20247,2023/02/14 06:21:00:000,  35.36501,	                                                                                                                    
20248,2023/02/14 07:21:01:000,  35.36507,	                                                                                                                    
20249,2023/02/14 08:21:01:000,  35.36514,	                                                                                                                    
20250,2023/02/14 09:21:01:000,  35.36521,	                                                                                                                    
20251,2023/02/14 10:21:02:000,  35.36527,	                                                                                                                    
20252,2023/02/14 11:21:02:000,  35.36534,	                                                                                                                    
20253,2023/02/14 14:03:48:000,  35.36915,	                                                                                                                    
20254,2023/02/14 15:03:48:000,  35.36921,	                                                                                                                    
20255,2023/02/14 16:03:49:000,  35.36927,	                                                                                                                    
20256,2023/02/14 17:03:49:000,  35.36934,	                                                                                                                    
20257,2023/02/14 18:03:49:000,  35.36941,	                                                                                                                    
20258,2023/02/14 19:03:50:000,  35.36948,	                                                                                                                    
20259,2023/02/14 20:03:50:000,  35.36954,	                                                                                                                    
20260,2023/02/14 21:03:50:000,  35.36960,	                                                                                                                    
20261,2023/02/14 22:03:51:000,  35.36967,	                                                                                                                    
20262,2023/02/14 23:03:51:000,  35.36973,	                                                                                                                    
20263,2023/02/15 00:03:51:000,  35.36980,	                                                                                                                    
20264,2023/02/15 01:03:52:000,  35.36987,	                                                                                                                    
20265,2023/02/15 02:03:52:000,  35.36993,	                                                                                                                    
20266,2023/02/15 03:03:53:000,  35.37000,	                                                                                                                    
20267,2023/02/15 04:03:53:000,  35.37006,	                                                                                                                    
20268,2023/02/15 05:03:53:000,  35.37012,	                                                                                                                    
20269,2023/02/15 06:03:54:000,  35.37019,	                                                                                                                    
20270,2023/02/15 07:03:54:000,  35.37025,	                                                                                                                    
20271,2023/02/15 08:04:00:000,  35.37043,	                                                                                                                    
20272,2023/02/15 09:04:00:000,  35.37049,	                                                                                                                    
20273,2023/02/15 10:04:01:000,  35.37056,	                                                                                                                    
20274,2023/02/15 11:04:01:000,  35.37063,	                                                                                                                    
20275,2023/02/15 12:03:43:000,  35.37068,	                                                                                                                    
20276,2023/02/15 13:03:43:000,  35.37075,	                                                                                                                    
20277,2023/02/15 14:03:44:000,  35.37082,	                                                                                                                    
20278,2023/02/15 15:03:44:000,  35.37088,	                                                                                                                    
20279,2023/02/15 16:03:44:000,  35.37094,	                                                                                                                    
20280,2023/02/15 17:03:45:000,  35.37101,	                                                                                                                    
20281,2023/02/15 18:03:45:000,  35.37108,	                                                                                                                    
20282,2023/02/15 19:03:45:000,  35.37114,	                                                                                                                    
20283,2023/02/15 20:03:46:000,  35.37120,	                                                                                                                    
20284,2023/02/15 21:03:46:000,  35.37127,	                                                                                                                    
